FL-experiment | INFO flwr 2024-04-29 19:22:19,659 | main.py:43 | Config: INCENTIVES_ON=True, BCFL=False, IPFS_ON=True, NUM_CLIENTS=5, NUM_ROUNDS=5,
FL-experiment | INFO flwr 2024-04-29 19:22:19,659 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-29 19:22:19,659 | main.py:54 | Start opening channels
FL-experiment | INFO flwr 2024-04-29 19:23:32,150 | main.py:56 | Done opening channels
FL-experiment | DEBUG flwr 2024-04-29 19:23:34,162 | server.py:147 | File: storage/init_model_437d6159-5354-4b3d-99ba-4ba52faefe04.pkl IPFS file hash: QmXTuqLKv2wZ4Uj4GRKXTMYJdh2qgCa5zt61qcx6uKsiSY
FL-experiment | INFO flwr 2024-04-29 19:23:34,163 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-29 19:23:34,163 | server.py:49 | Start sharing model with perun nodes
FL-experiment | INFO flwr 2024-04-29 19:23:34,164 | server.py:52 | PERUN REQUEST: Sharing model with peer_0, REQ=set,peer_0,QmXTuqLKv2wZ4Uj4GRKXTMYJdh2qgCa5zt61qcx6uKsiSY,5,0,0,0
FL-experiment | INFO flwr 2024-04-29 19:23:34,493 | server.py:52 | PERUN REQUEST: Sharing model with peer_1, REQ=set,peer_1,QmXTuqLKv2wZ4Uj4GRKXTMYJdh2qgCa5zt61qcx6uKsiSY,5,0,0,0
FL-experiment | INFO flwr 2024-04-29 19:23:34,829 | server.py:52 | PERUN REQUEST: Sharing model with peer_2, REQ=set,peer_2,QmXTuqLKv2wZ4Uj4GRKXTMYJdh2qgCa5zt61qcx6uKsiSY,5,0,0,0
FL-experiment | INFO flwr 2024-04-29 19:23:35,158 | server.py:52 | PERUN REQUEST: Sharing model with peer_3, REQ=set,peer_3,QmXTuqLKv2wZ4Uj4GRKXTMYJdh2qgCa5zt61qcx6uKsiSY,5,0,0,0
FL-experiment | INFO flwr 2024-04-29 19:23:35,493 | server.py:52 | PERUN REQUEST: Sharing model with peer_4, REQ=set,peer_4,QmXTuqLKv2wZ4Uj4GRKXTMYJdh2qgCa5zt61qcx6uKsiSY,5,0,0,0
FL-experiment | INFO flwr 2024-04-29 19:23:35,822 | server.py:54 | Done sharing model with perun nodes
FL-experiment | INFO flwr 2024-04-29 19:23:35,826 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
FL-experiment | INFO flwr 2024-04-29 19:23:35,852 | app.py:176 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-29 19:23:35,853 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-29 19:23:35,853 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-29 19:23:41,460 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 19:23:41,461 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 19:23:41,462 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 19:23:41,462 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 19:23:41,469 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-04-29 19:23:41,469 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-04-29 19:23:41,469 | server.py:104 | FL starting
FL-experiment | INFO flwr 2024-04-29 19:23:41,632 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 19:23:41,633 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 19:23:41,633 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 19:23:41,635 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 19:23:41,739 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 19:23:41,739 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 19:23:41,745 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 19:23:41,820 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 19:23:41,830 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 19:23:41,830 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 19:23:42,026 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 19:23:42,028 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 19:23:42,028 | server.py:222 | fit_round 1: strategy sampled 5 clients (out of 5)
FL-experiment | INFO flwr 2024-04-29 19:23:42,031 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 19:23:42,032 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 19:23:42,032 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 19:23:42,032 | client.py:128 | Start Training client=0
FL-experiment | DEBUG flwr 2024-04-29 19:23:42,033 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 19:23:42,035 | client.py:128 | Start Training client=1
