FL-experiment | INFO flwr 2024-04-29 16:45:16,062 | main.py:43 | Config: INCENTIVES_ON=True, BCFL=False, IPFS_ON=True, NUM_CLIENTS=2, NUM_ROUNDS=5,
FL-experiment | INFO flwr 2024-04-29 16:45:16,062 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-29 16:45:16,062 | main.py:54 | Start opening channels
FL-experiment | INFO flwr 2024-04-29 16:45:41,748 | main.py:56 | Done opening channels
FL-experiment | DEBUG flwr 2024-04-29 16:45:43,945 | server.py:147 | File: storage/init_model_f1503e2e-7694-457d-ba3d-1294a13893fa.pkl IPFS file hash: Qmd12zQNUsLNh4BWwtnR7oyuh4xQ4GjfJpiqU1pYQicYjn
FL-experiment | INFO flwr 2024-04-29 16:45:43,946 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-29 16:45:43,946 | server.py:49 | Start sharing model with perun nodes
FL-experiment | INFO flwr 2024-04-29 16:45:43,946 | server.py:52 | PERUN REQUEST: Sharing model with peer_0, REQ=set,peer_0,Qmd12zQNUsLNh4BWwtnR7oyuh4xQ4GjfJpiqU1pYQicYjn,5,0,0,0
FL-experiment | INFO flwr 2024-04-29 16:45:44,131 | server.py:52 | PERUN REQUEST: Sharing model with peer_1, REQ=set,peer_1,Qmd12zQNUsLNh4BWwtnR7oyuh4xQ4GjfJpiqU1pYQicYjn,5,0,0,0
FL-experiment | INFO flwr 2024-04-29 16:45:44,315 | server.py:54 | Done sharing model with perun nodes
FL-experiment | INFO flwr 2024-04-29 16:45:44,318 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
FL-experiment | INFO flwr 2024-04-29 16:45:44,370 | app.py:176 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-29 16:45:44,371 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-29 16:45:44,371 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-29 16:45:51,444 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 16:45:51,445 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 16:45:51,446 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 16:45:51,446 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 16:45:51,453 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-04-29 16:45:51,453 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-04-29 16:45:51,453 | server.py:104 | FL starting
FL-experiment | INFO flwr 2024-04-29 16:45:52,075 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 16:45:52,076 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 16:45:52,077 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-29 16:45:52,076 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 16:45:52,077 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 16:45:52,079 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 16:45:52,085 | client.py:128 | Start Training client=1
FL-experiment | DEBUG flwr 2024-04-29 16:46:11,059 | client.py:139 | File: storage/updated_weights_1_3565cc34-0a38-45c1-a6b3-aa8bc46b7239.pkl IPFS file hash: QmNsNp37VhNUYfSnPn5aDrtJoawLdW22Hc9rg9R3meX8V3
FL-experiment | INFO flwr 2024-04-29 16:46:11,059 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 16:46:11,059 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_2,1,5,QmNsNp37VhNUYfSnPn5aDrtJoawLdW22Hc9rg9R3meX8V3,0,0
FL-experiment | DEBUG flwr 2024-04-29 16:46:11,325 | client.py:139 | File: storage/updated_weights_0_8cc2b30c-6eb0-442f-9eaa-caa863b96369.pkl IPFS file hash: QmSEZtnbRqFnCkLxVYEvhdPFWWdoNCayzrg7QuY9DaqXcw
FL-experiment | INFO flwr 2024-04-29 16:46:11,325 | client.py:141 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 16:46:11,325 | client.py:144 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_2,1,5,QmSEZtnbRqFnCkLxVYEvhdPFWWdoNCayzrg7QuY9DaqXcw,0,0
FL-experiment | INFO flwr 2024-04-29 16:46:11,400 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 16:46:11,400 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 16:46:11,516 | client.py:146 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 16:46:11,516 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-29 16:46:11,531 | server.py:236 | fit_round 1 received 2 results and 0 failures
