FL-experiment | INFO flwr 2024-04-30 14:56:02,007 | main.py:43 | Config: INCENTIVES_ON=True, BCFL=False, IPFS_ON=True, NUM_CLIENTS=10, NUM_ROUNDS=10,
FL-experiment | INFO flwr 2024-04-30 14:56:02,007 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-30 14:56:02,007 | main.py:54 | Start opening channels
FL-experiment | INFO flwr 2024-04-30 14:58:31,263 | main.py:56 | Done opening channels
FL-experiment | DEBUG flwr 2024-04-30 14:58:32,877 | server.py:147 | File: storage/init_model_f1e316e0-04db-4b62-9d1a-6f6b5b942574.pkl IPFS file hash: QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw
FL-experiment | INFO flwr 2024-04-30 14:58:32,878 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-30 14:58:32,878 | server.py:49 | Start sharing model with perun nodes
FL-experiment | INFO flwr 2024-04-30 14:58:32,878 | server.py:52 | PERUN REQUEST: Sharing model with peer_0, REQ=set,peer_0,QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw,10,0,0,0
FL-experiment | INFO flwr 2024-04-30 14:58:32,941 | server.py:52 | PERUN REQUEST: Sharing model with peer_1, REQ=set,peer_1,QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw,10,0,0,0
FL-experiment | INFO flwr 2024-04-30 14:58:33,010 | server.py:52 | PERUN REQUEST: Sharing model with peer_2, REQ=set,peer_2,QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw,10,0,0,0
FL-experiment | INFO flwr 2024-04-30 14:58:33,071 | server.py:52 | PERUN REQUEST: Sharing model with peer_3, REQ=set,peer_3,QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw,10,0,0,0
FL-experiment | INFO flwr 2024-04-30 14:58:33,135 | server.py:52 | PERUN REQUEST: Sharing model with peer_4, REQ=set,peer_4,QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw,10,0,0,0
FL-experiment | INFO flwr 2024-04-30 14:58:33,194 | server.py:52 | PERUN REQUEST: Sharing model with peer_5, REQ=set,peer_5,QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw,10,0,0,0
FL-experiment | INFO flwr 2024-04-30 14:58:33,252 | server.py:52 | PERUN REQUEST: Sharing model with peer_6, REQ=set,peer_6,QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw,10,0,0,0
FL-experiment | INFO flwr 2024-04-30 14:58:33,310 | server.py:52 | PERUN REQUEST: Sharing model with peer_7, REQ=set,peer_7,QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw,10,0,0,0
FL-experiment | INFO flwr 2024-04-30 14:58:33,372 | server.py:52 | PERUN REQUEST: Sharing model with peer_8, REQ=set,peer_8,QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw,10,0,0,0
FL-experiment | INFO flwr 2024-04-30 14:58:33,434 | server.py:52 | PERUN REQUEST: Sharing model with peer_9, REQ=set,peer_9,QmYWkq546vWDyF4iWEiHozcP3SzfWGym23vttZTFzauccw,10,0,0,0
FL-experiment | INFO flwr 2024-04-30 14:58:33,496 | server.py:54 | Done sharing model with perun nodes
FL-experiment | INFO flwr 2024-04-30 14:58:33,498 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL-experiment | INFO flwr 2024-04-30 14:58:33,546 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-30 14:58:33,547 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-30 14:58:33,547 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-30 14:58:41,345 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
