FL-experiment | INFO flwr 2024-04-29 15:10:30,599 | main.py:43 | Config: INCENTIVES_ON=True, BCFL=False, IPFS_ON=True, NUM_CLIENTS=2, NUM_ROUNDS=1,
FL-experiment | INFO flwr 2024-04-29 15:10:30,600 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-29 15:10:30,600 | main.py:54 | Start opening channels
FL-experiment | INFO flwr 2024-04-29 15:11:00,493 | main.py:56 | Done opening channels
FL-experiment | DEBUG flwr 2024-04-29 15:11:02,621 | server.py:147 | File: storage/init_model_92889527-dd86-4de2-af77-d76ea90fa1a1.pkl IPFS file hash: QmUQJpz3L2w1r6qHTipUwXztF7xUkKviBonMJQt7FC5UV7
FL-experiment | INFO flwr 2024-04-29 15:11:02,622 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-29 15:11:02,622 | server.py:49 | Start sharing model with perun nodes
FL-experiment | INFO flwr 2024-04-29 15:11:02,622 | server.py:52 | PERUN REQUEST: Sharing model with peer_0, REQ=set,peer_0,QmUQJpz3L2w1r6qHTipUwXztF7xUkKviBonMJQt7FC5UV7,1,0,0,0
FL-experiment | INFO flwr 2024-04-29 15:11:02,806 | server.py:52 | PERUN REQUEST: Sharing model with peer_1, REQ=set,peer_1,QmUQJpz3L2w1r6qHTipUwXztF7xUkKviBonMJQt7FC5UV7,1,0,0,0
FL-experiment | INFO flwr 2024-04-29 15:11:02,996 | server.py:54 | Done sharing model with perun nodes
FL-experiment | INFO flwr 2024-04-29 15:11:02,999 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=1, round_timeout=None)
FL-experiment | INFO flwr 2024-04-29 15:11:03,048 | app.py:176 | Flower ECE: gRPC server running (1 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-29 15:11:03,049 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-29 15:11:03,049 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-29 15:11:09,618 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 15:11:09,619 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | INFO flwr 2024-04-29 15:11:09,619 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 15:11:09,619 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 15:11:09,620 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 15:11:09,620 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | DEBUG flwr 2024-04-29 15:11:09,621 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 15:11:09,621 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 15:11:09,628 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-04-29 15:11:09,628 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-04-29 15:11:09,628 | server.py:104 | FL starting
FL-experiment | DEBUG flwr 2024-04-29 15:11:09,629 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-29 15:11:09,632 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 15:11:09,638 | client.py:128 | Start Training client=1
FL-experiment | DEBUG flwr 2024-04-29 15:11:29,131 | client.py:139 | File: storage/updated_weights_1_3e3e2049-adb5-4e6f-9628-e04a576fb7a3.pkl IPFS file hash: QmUhsN6bgwou3ELg2Qo7wvLeptFJ8xe5kNSoEwaXXds8BJ
FL-experiment | INFO flwr 2024-04-29 15:11:29,131 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 15:11:29,131 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_2,1,1,QmUhsN6bgwou3ELg2Qo7wvLeptFJ8xe5kNSoEwaXXds8BJ,0,0
FL-experiment | DEBUG flwr 2024-04-29 15:11:29,158 | client.py:139 | File: storage/updated_weights_0_48f111bb-3050-4acb-913d-0aba546081b5.pkl IPFS file hash: QmR7kzasU73YUUUe8PJ3BPGDKe9Fp2ESga2LFx75vyzPDH
FL-experiment | INFO flwr 2024-04-29 15:11:29,158 | client.py:141 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 15:11:29,158 | client.py:144 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_2,1,1,QmR7kzasU73YUUUe8PJ3BPGDKe9Fp2ESga2LFx75vyzPDH,0,0
FL-experiment | INFO flwr 2024-04-29 15:11:29,395 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 15:11:29,396 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 15:11:29,466 | client.py:146 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 15:11:29,467 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-29 15:11:29,480 | server.py:236 | fit_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 15:11:29,481 | server.py:65 | Start Aggregating round=1
FL-experiment | WARNING flwr 2024-04-29 15:11:29,486 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | INFO flwr 2024-04-29 15:11:29,486 | server.py:86 | Start saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-29 15:11:29,625 | server.py:95 | File: storage/aggregated_model_7039b2d5-403f-4388-838b-fde533794c25.pkl IPFS file hash: QmdUeR9B9tZT9yywuW1AtKtFsZQQFDMXKY5xEtg2b48jWf
FL-experiment | INFO flwr 2024-04-29 15:11:29,625 | server.py:98 | Done saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-29 15:11:29,625 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-29 15:11:31,736 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 15:11:31,736 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-29 15:11:31,736 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-29 15:11:31,736 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.27035}, Aggregated loss: 629.8442993164062, IPFS hash: QmdUeR9B9tZT9yywuW1AtKtFsZQQFDMXKY5xEtg2b48jWf
FL-experiment | INFO flwr 2024-04-29 15:11:31,736 | server.py:111 | Start sending aggregated model to perun nodes round=1
